metric,fiscal_year,value,unit,sec_tag,filing_date,filing_fiscal_year,form_type,period_start,period_end,accession,source_url,api_url,value_type,status,missing_reason,priority
unfunded_credit_loss_provision,2020,755000000,USD,us-gaap:OffBalanceSheetCreditLossLiabilityCreditLossExpenseReversal,2023-02-22,2022,10-K,2020-01-01,2020-12-31,0000070858-23-000092,https://www.sec.gov/Archives/edgar/data/70858/000007085823000092/0000070858-23-000092-index.html,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,reported,available,,0
unfunded_credit_loss_provision,2021,-421000000,USD,us-gaap:OffBalanceSheetCreditLossLiabilityCreditLossExpenseReversal,2022-02-22,2021,10-K,2021-01-01,2021-12-31,0000070858-22-000062,https://www.sec.gov/Archives/edgar/data/70858/000007085822000062/0000070858-22-000062-index.html,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,reported,available,,0
unfunded_credit_loss_provision,2021,-421000000,USD,us-gaap:OffBalanceSheetCreditLossLiabilityCreditLossExpenseReversal,2023-02-22,2022,10-K,2021-01-01,2021-12-31,0000070858-23-000092,https://www.sec.gov/Archives/edgar/data/70858/000007085823000092/0000070858-23-000092-index.html,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,reported,available,,0
unfunded_credit_loss_provision,2021,-421000000,USD,us-gaap:OffBalanceSheetCreditLossLiabilityCreditLossExpenseReversal,2024-02-20,2023,10-K,2021-01-01,2021-12-31,0000070858-24-000122,https://www.sec.gov/Archives/edgar/data/70858/000007085824000122/0000070858-24-000122-index.html,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,reported,available,,0
unfunded_credit_loss_provision,2022,83000000,USD,us-gaap:OffBalanceSheetCreditLossLiabilityCreditLossExpenseReversal,2023-02-22,2022,10-K,2022-01-01,2022-12-31,0000070858-23-000092,https://www.sec.gov/Archives/edgar/data/70858/000007085823000092/0000070858-23-000092-index.html,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,reported,available,,0
unfunded_credit_loss_provision,2022,83000000,USD,us-gaap:OffBalanceSheetCreditLossLiabilityCreditLossExpenseReversal,2024-02-20,2023,10-K,2022-01-01,2022-12-31,0000070858-24-000122,https://www.sec.gov/Archives/edgar/data/70858/000007085824000122/0000070858-24-000122-index.html,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,reported,available,,0
unfunded_credit_loss_provision,2022,83000000,USD,us-gaap:OffBalanceSheetCreditLossLiabilityCreditLossExpenseReversal,2025-02-25,2024,10-K,2022-01-01,2022-12-31,0000070858-25-000139,https://www.sec.gov/Archives/edgar/data/70858/000007085825000139/0000070858-25-000139-index.html,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,reported,available,,0
unfunded_credit_loss_provision,2023,-331000000,USD,us-gaap:OffBalanceSheetCreditLossLiabilityCreditLossExpenseReversal,2024-02-20,2023,10-K,2023-01-01,2023-12-31,0000070858-24-000122,https://www.sec.gov/Archives/edgar/data/70858/000007085824000122/0000070858-24-000122-index.html,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,reported,available,,0
unfunded_credit_loss_provision,2023,-331000000,USD,us-gaap:OffBalanceSheetCreditLossLiabilityCreditLossExpenseReversal,2025-02-25,2024,10-K,2023-01-01,2023-12-31,0000070858-25-000139,https://www.sec.gov/Archives/edgar/data/70858/000007085825000139/0000070858-25-000139-index.html,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,reported,available,,0
unfunded_credit_loss_provision,2023,-331000000,USD,us-gaap:OffBalanceSheetCreditLossLiabilityCreditLossExpenseReversal,2026-02-25,2025,10-K,2023-01-01,2023-12-31,0000070858-26-000157,https://www.sec.gov/Archives/edgar/data/70858/000007085826000157/0000070858-26-000157-index.html,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,reported,available,,0
unfunded_credit_loss_provision,2024,-114000000,USD,us-gaap:OffBalanceSheetCreditLossLiabilityCreditLossExpenseReversal,2025-02-25,2024,10-K,2024-01-01,2024-12-31,0000070858-25-000139,https://www.sec.gov/Archives/edgar/data/70858/000007085825000139/0000070858-25-000139-index.html,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,reported,available,,0
unfunded_credit_loss_provision,2024,-114000000,USD,us-gaap:OffBalanceSheetCreditLossLiabilityCreditLossExpenseReversal,2026-02-25,2025,10-K,2024-01-01,2024-12-31,0000070858-26-000157,https://www.sec.gov/Archives/edgar/data/70858/000007085826000157/0000070858-26-000157-index.html,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,reported,available,,0
unfunded_credit_loss_provision,2025,80000000,USD,us-gaap:OffBalanceSheetCreditLossLiabilityCreditLossExpenseReversal,2026-02-25,2025,10-K,2025-01-01,2025-12-31,0000070858-26-000157,https://www.sec.gov/Archives/edgar/data/70858/000007085826000157/0000070858-26-000157-index.html,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,reported,available,,0
loan_loss_allowance,2020,18802000000,USD,us-gaap:FinancingReceivableAllowanceForCreditLossExcludingAccruedInterest,2023-02-22,2022,10-K,,2020-12-31,0000070858-23-000092,https://www.sec.gov/Archives/edgar/data/70858/000007085823000092/0000070858-23-000092-index.html,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,reported,available,,0
loan_loss_allowance,2020,18802000000,USD,us-gaap:FinancingReceivableAllowanceForCreditLossExcludingAccruedInterest,2024-02-20,2023,10-K,,2020-12-31,0000070858-24-000122,https://www.sec.gov/Archives/edgar/data/70858/000007085824000122/0000070858-24-000122-index.html,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,reported,available,,0
loan_loss_allowance,2020,18802000000,USD,us-gaap:FinancingReceivableAllowanceForCreditLosses,2021-02-24,2020,10-K,,2020-12-31,0000070858-21-000023,https://www.sec.gov/Archives/edgar/data/70858/000007085821000023/0000070858-21-000023-index.html,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,reported,available,,1
loan_loss_allowance,2020,18802000000,USD,us-gaap:FinancingReceivableAllowanceForCreditLosses,2022-02-22,2021,10-K,,2020-12-31,0000070858-22-000062,https://www.sec.gov/Archives/edgar/data/70858/000007085822000062/0000070858-22-000062-index.html,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,reported,available,,1
loan_loss_allowance,2021,12387000000,USD,us-gaap:FinancingReceivableAllowanceForCreditLossExcludingAccruedInterest,2023-02-22,2022,10-K,,2021-12-31,0000070858-23-000092,https://www.sec.gov/Archives/edgar/data/70858/000007085823000092/0000070858-23-000092-index.html,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,reported,available,,0
loan_loss_allowance,2021,12387000000,USD,us-gaap:FinancingReceivableAllowanceForCreditLossExcludingAccruedInterest,2024-02-20,2023,10-K,,2021-12-31,0000070858-24-000122,https://www.sec.gov/Archives/edgar/data/70858/000007085824000122/0000070858-24-000122-index.html,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,reported,available,,0
loan_loss_allowance,2021,12387000000,USD,us-gaap:FinancingReceivableAllowanceForCreditLossExcludingAccruedInterest,2025-02-25,2024,10-K,,2021-12-31,0000070858-25-000139,https://www.sec.gov/Archives/edgar/data/70858/000007085825000139/0000070858-25-000139-index.html,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,reported,available,,0
loan_loss_allowance,2021,12387000000,USD,us-gaap:FinancingReceivableAllowanceForCreditLosses,2022-02-22,2021,10-K,,2021-12-31,0000070858-22-000062,https://www.sec.gov/Archives/edgar/data/70858/000007085822000062/0000070858-22-000062-index.html,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,reported,available,,1
loan_loss_allowance,2022,12682000000,USD,us-gaap:FinancingReceivableAllowanceForCreditLossExcludingAccruedInterest,2023-02-22,2022,10-K,,2022-12-31,0000070858-23-000092,https://www.sec.gov/Archives/edgar/data/70858/000007085823000092/0000070858-23-000092-index.html,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,reported,available,,0
loan_loss_allowance,2022,12682000000,USD,us-gaap:FinancingReceivableAllowanceForCreditLossExcludingAccruedInterest,2024-02-20,2023,10-K,,2022-12-31,0000070858-24-000122,https://www.sec.gov/Archives/edgar/data/70858/000007085824000122/0000070858-24-000122-index.html,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,reported,available,,0
loan_loss_allowance,2022,12682000000,USD,us-gaap:FinancingReceivableAllowanceForCreditLossExcludingAccruedInterest,2025-02-25,2024,10-K,,2022-12-31,0000070858-25-000139,https://www.sec.gov/Archives/edgar/data/70858/000007085825000139/0000070858-25-000139-index.html,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,reported,available,,0
loan_loss_allowance,2022,12682000000,USD,us-gaap:FinancingReceivableAllowanceForCreditLossExcludingAccruedInterest,2026-02-25,2025,10-K,,2022-12-31,0000070858-26-000157,https://www.sec.gov/Archives/edgar/data/70858/000007085826000157/0000070858-26-000157-index.html,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,reported,available,,0
loan_loss_allowance,2023,13342000000,USD,us-gaap:FinancingReceivableAllowanceForCreditLossExcludingAccruedInterest,2024-02-20,2023,10-K,,2023-12-31,0000070858-24-000122,https://www.sec.gov/Archives/edgar/data/70858/000007085824000122/0000070858-24-000122-index.html,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,reported,available,,0
loan_loss_allowance,2023,13342000000,USD,us-gaap:FinancingReceivableAllowanceForCreditLossExcludingAccruedInterest,2025-02-25,2024,10-K,,2023-12-31,0000070858-25-000139,https://www.sec.gov/Archives/edgar/data/70858/000007085825000139/0000070858-25-000139-index.html,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,reported,available,,0
loan_loss_allowance,2023,13342000000,USD,us-gaap:FinancingReceivableAllowanceForCreditLossExcludingAccruedInterest,2026-02-25,2025,10-K,,2023-12-31,0000070858-26-000157,https://www.sec.gov/Archives/edgar/data/70858/000007085826000157/0000070858-26-000157-index.html,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,reported,available,,0
loan_loss_allowance,2024,13240000000,USD,us-gaap:FinancingReceivableAllowanceForCreditLossExcludingAccruedInterest,2025-02-25,2024,10-K,,2024-12-31,0000070858-25-000139,https://www.sec.gov/Archives/edgar/data/70858/000007085825000139/0000070858-25-000139-index.html,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,reported,available,,0
loan_loss_allowance,2024,13240000000,USD,us-gaap:FinancingReceivableAllowanceForCreditLossExcludingAccruedInterest,2026-02-25,2025,10-K,,2024-12-31,0000070858-26-000157,https://www.sec.gov/Archives/edgar/data/70858/000007085826000157/0000070858-26-000157-index.html,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,reported,available,,0
loan_loss_allowance,2025,13203000000,USD,us-gaap:FinancingReceivableAllowanceForCreditLossExcludingAccruedInterest,2026-02-25,2025,10-K,,2025-12-31,0000070858-26-000157,https://www.sec.gov/Archives/edgar/data/70858/000007085826000157/0000070858-26-000157-index.html,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,reported,available,,0
unfunded_credit_loss_allowance,2020,1878000000,USD,us-gaap:OffBalanceSheetCreditLossLiability,2021-02-24,2020,10-K,,2020-12-31,0000070858-21-000023,https://www.sec.gov/Archives/edgar/data/70858/000007085821000023/0000070858-21-000023-index.html,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,reported,available,,0
unfunded_credit_loss_allowance,2020,1878000000,USD,us-gaap:OffBalanceSheetCreditLossLiability,2022-02-22,2021,10-K,,2020-12-31,0000070858-22-000062,https://www.sec.gov/Archives/edgar/data/70858/000007085822000062/0000070858-22-000062-index.html,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,reported,available,,0
unfunded_credit_loss_allowance,2020,1878000000,USD,us-gaap:OffBalanceSheetCreditLossLiability,2023-02-22,2022,10-K,,2020-12-31,0000070858-23-000092,https://www.sec.gov/Archives/edgar/data/70858/000007085823000092/0000070858-23-000092-index.html,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,reported,available,,0
unfunded_credit_loss_allowance,2020,1878000000,USD,us-gaap:OffBalanceSheetCreditLossLiability,2024-02-20,2023,10-K,,2020-12-31,0000070858-24-000122,https://www.sec.gov/Archives/edgar/data/70858/000007085824000122/0000070858-24-000122-index.html,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,reported,available,,0
unfunded_credit_loss_allowance,2021,1456000000,USD,us-gaap:OffBalanceSheetCreditLossLiability,2022-02-22,2021,10-K,,2021-12-31,0000070858-22-000062,https://www.sec.gov/Archives/edgar/data/70858/000007085822000062/0000070858-22-000062-index.html,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,reported,available,,0
unfunded_credit_loss_allowance,2021,1456000000,USD,us-gaap:OffBalanceSheetCreditLossLiability,2023-02-22,2022,10-K,,2021-12-31,0000070858-23-000092,https://www.sec.gov/Archives/edgar/data/70858/000007085823000092/0000070858-23-000092-index.html,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,reported,available,,0
unfunded_credit_loss_allowance,2021,1456000000,USD,us-gaap:OffBalanceSheetCreditLossLiability,2024-02-20,2023,10-K,,2021-12-31,0000070858-24-000122,https://www.sec.gov/Archives/edgar/data/70858/000007085824000122/0000070858-24-000122-index.html,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,reported,available,,0
unfunded_credit_loss_allowance,2021,1456000000,USD,us-gaap:OffBalanceSheetCreditLossLiability,2025-02-25,2024,10-K,,2021-12-31,0000070858-25-000139,https://www.sec.gov/Archives/edgar/data/70858/000007085825000139/0000070858-25-000139-index.html,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,reported,available,,0
unfunded_credit_loss_allowance,2022,1540000000,USD,us-gaap:OffBalanceSheetCreditLossLiability,2023-02-22,2022,10-K,,2022-12-31,0000070858-23-000092,https://www.sec.gov/Archives/edgar/data/70858/000007085823000092/0000070858-23-000092-index.html,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,reported,available,,0
unfunded_credit_loss_allowance,2022,1540000000,USD,us-gaap:OffBalanceSheetCreditLossLiability,2024-02-20,2023,10-K,,2022-12-31,0000070858-24-000122,https://www.sec.gov/Archives/edgar/data/70858/000007085824000122/0000070858-24-000122-index.html,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,reported,available,,0
unfunded_credit_loss_allowance,2022,1540000000,USD,us-gaap:OffBalanceSheetCreditLossLiability,2025-02-25,2024,10-K,,2022-12-31,0000070858-25-000139,https://www.sec.gov/Archives/edgar/data/70858/000007085825000139/0000070858-25-000139-index.html,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,reported,available,,0
unfunded_credit_loss_allowance,2022,1540000000,USD,us-gaap:OffBalanceSheetCreditLossLiability,2026-02-25,2025,10-K,,2022-12-31,0000070858-26-000157,https://www.sec.gov/Archives/edgar/data/70858/000007085826000157/0000070858-26-000157-index.html,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,reported,available,,0
unfunded_credit_loss_allowance,2023,1209000000,USD,us-gaap:OffBalanceSheetCreditLossLiability,2024-02-20,2023,10-K,,2023-12-31,0000070858-24-000122,https://www.sec.gov/Archives/edgar/data/70858/000007085824000122/0000070858-24-000122-index.html,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,reported,available,,0
unfunded_credit_loss_allowance,2023,1209000000,USD,us-gaap:OffBalanceSheetCreditLossLiability,2025-02-25,2024,10-K,,2023-12-31,0000070858-25-000139,https://www.sec.gov/Archives/edgar/data/70858/000007085825000139/0000070858-25-000139-index.html,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,reported,available,,0
unfunded_credit_loss_allowance,2023,1209000000,USD,us-gaap:OffBalanceSheetCreditLossLiability,2026-02-25,2025,10-K,,2023-12-31,0000070858-26-000157,https://www.sec.gov/Archives/edgar/data/70858/000007085826000157/0000070858-26-000157-index.html,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,reported,available,,0
unfunded_credit_loss_allowance,2024,1096000000,USD,us-gaap:OffBalanceSheetCreditLossLiability,2025-02-25,2024,10-K,,2024-12-31,0000070858-25-000139,https://www.sec.gov/Archives/edgar/data/70858/000007085825000139/0000070858-25-000139-index.html,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,reported,available,,0
unfunded_credit_loss_allowance,2024,1096000000,USD,us-gaap:OffBalanceSheetCreditLossLiability,2026-02-25,2025,10-K,,2024-12-31,0000070858-26-000157,https://www.sec.gov/Archives/edgar/data/70858/000007085826000157/0000070858-26-000157-index.html,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,reported,available,,0
unfunded_credit_loss_allowance,2025,1177000000,USD,us-gaap:OffBalanceSheetCreditLossLiability,2026-02-25,2025,10-K,,2025-12-31,0000070858-26-000157,https://www.sec.gov/Archives/edgar/data/70858/000007085826000157/0000070858-26-000157-index.html,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,reported,available,,0
total_equity,2020,272924000000,USD,us-gaap:StockholdersEquity,2021-02-24,2020,10-K,,2020-12-31,0000070858-21-000023,https://www.sec.gov/Archives/edgar/data/70858/000007085821000023/0000070858-21-000023-index.html,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,reported,available,,0
total_equity,2020,272924000000,USD,us-gaap:StockholdersEquity,2022-02-22,2021,10-K,,2020-12-31,0000070858-22-000062,https://www.sec.gov/Archives/edgar/data/70858/000007085822000062/0000070858-22-000062-index.html,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,reported,available,,0
total_equity,2020,272924000000,USD,us-gaap:StockholdersEquity,2023-02-22,2022,10-K,,2020-12-31,0000070858-23-000092,https://www.sec.gov/Archives/edgar/data/70858/000007085823000092/0000070858-23-000092-index.html,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,reported,available,,0
total_equity,2020,272924000000,USD,us-gaap:StockholdersEquity,2024-02-20,2023,10-K,,2020-12-31,0000070858-24-000122,https://www.sec.gov/Archives/edgar/data/70858/000007085824000122/0000070858-24-000122-index.html,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,reported,available,,0
total_equity,2021,270066000000,USD,us-gaap:StockholdersEquity,2022-02-22,2021,10-K,,2021-12-31,0000070858-22-000062,https://www.sec.gov/Archives/edgar/data/70858/000007085822000062/0000070858-22-000062-index.html,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,reported,available,,0
total_equity,2021,270066000000,USD,us-gaap:StockholdersEquity,2023-02-22,2022,10-K,,2021-12-31,0000070858-23-000092,https://www.sec.gov/Archives/edgar/data/70858/000007085823000092/0000070858-23-000092-index.html,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,reported,available,,0
total_equity,2021,270066000000,USD,us-gaap:StockholdersEquity,2024-02-20,2023,10-K,,2021-12-31,0000070858-24-000122,https://www.sec.gov/Archives/edgar/data/70858/000007085824000122/0000070858-24-000122-index.html,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,reported,available,,0
total_equity,2021,270066000000,USD,us-gaap:StockholdersEquity,2025-02-25,2024,10-K,,2021-12-31,0000070858-25-000139,https://www.sec.gov/Archives/edgar/data/70858/000007085825000139/0000070858-25-000139-index.html,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,reported,available,,0
total_equity,2022,273197000000,USD,us-gaap:StockholdersEquity,2023-02-22,2022,10-K,,2022-12-31,0000070858-23-000092,https://www.sec.gov/Archives/edgar/data/70858/000007085823000092/0000070858-23-000092-index.html,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,reported,available,,0
total_equity,2022,273197000000,USD,us-gaap:StockholdersEquity,2024-02-20,2023,10-K,,2022-12-31,0000070858-24-000122,https://www.sec.gov/Archives/edgar/data/70858/000007085824000122/0000070858-24-000122-index.html,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,reported,available,,0
total_equity,2022,273197000000,USD,us-gaap:StockholdersEquity,2025-02-25,2024,10-K,,2022-12-31,0000070858-25-000139,https://www.sec.gov/Archives/edgar/data/70858/000007085825000139/0000070858-25-000139-index.html,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,reported,available,,0
total_equity,2022,273197000000,USD,us-gaap:StockholdersEquity,2026-02-25,2025,10-K,,2022-12-31,0000070858-26-000157,https://www.sec.gov/Archives/edgar/data/70858/000007085826000157/0000070858-26-000157-index.html,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,reported,available,,0
total_equity,2023,291646000000,USD,us-gaap:StockholdersEquity,2024-02-20,2023,10-K,,2023-12-31,0000070858-24-000122,https://www.sec.gov/Archives/edgar/data/70858/000007085824000122/0000070858-24-000122-index.html,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,reported,available,,0
total_equity,2023,291646000000,USD,us-gaap:StockholdersEquity,2025-02-25,2024,10-K,,2023-12-31,0000070858-25-000139,https://www.sec.gov/Archives/edgar/data/70858/000007085825000139/0000070858-25-000139-index.html,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,reported,available,,0
total_equity,2023,290209000000,USD,us-gaap:StockholdersEquity,2026-02-25,2025,10-K,,2023-12-31,0000070858-26-000157,https://www.sec.gov/Archives/edgar/data/70858/000007085826000157/0000070858-26-000157-index.html,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,reported,available,,0
total_equity,2024,295559000000,USD,us-gaap:StockholdersEquity,2025-02-25,2024,10-K,,2024-12-31,0000070858-25-000139,https://www.sec.gov/Archives/edgar/data/70858/000007085825000139/0000070858-25-000139-index.html,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,reported,available,,0
total_equity,2024,293963000000,USD,us-gaap:StockholdersEquity,2026-02-25,2025,10-K,,2024-12-31,0000070858-26-000157,https://www.sec.gov/Archives/edgar/data/70858/000007085826000157/0000070858-26-000157-index.html,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,reported,available,,0
total_equity,2025,303243000000,USD,us-gaap:StockholdersEquity,2026-02-25,2025,10-K,,2025-12-31,0000070858-26-000157,https://www.sec.gov/Archives/edgar/data/70858/000007085826000157/0000070858-26-000157-index.html,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,reported,available,,0
preferred_equity,2020,24510000000,USD,us-gaap:PreferredStockIncludingAdditionalPaidInCapital,2021-02-24,2020,10-K,,2020-12-31,0000070858-21-000023,https://www.sec.gov/Archives/edgar/data/70858/000007085821000023/0000070858-21-000023-index.html,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,reported,available,,0
preferred_equity,2021,24708000000,USD,us-gaap:PreferredStockIncludingAdditionalPaidInCapital,2022-02-22,2021,10-K,,2021-12-31,0000070858-22-000062,https://www.sec.gov/Archives/edgar/data/70858/000007085822000062/0000070858-22-000062-index.html,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,reported,available,,0
preferred_equity,2022,28397000000,USD,us-gaap:PreferredStockIncludingAdditionalPaidInCapital,2023-02-22,2022,10-K,,2022-12-31,0000070858-23-000092,https://www.sec.gov/Archives/edgar/data/70858/000007085823000092/0000070858-23-000092-index.html,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,reported,available,,0
preferred_equity,2023,28397000000,USD,us-gaap:PreferredStockIncludingAdditionalPaidInCapital,2024-02-20,2023,10-K,,2023-12-31,0000070858-24-000122,https://www.sec.gov/Archives/edgar/data/70858/000007085824000122/0000070858-24-000122-index.html,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,reported,available,,0
preferred_equity,2024,23159000000,USD,us-gaap:PreferredStockIncludingAdditionalPaidInCapital,2025-02-25,2024,10-K,,2024-12-31,0000070858-25-000139,https://www.sec.gov/Archives/edgar/data/70858/000007085825000139/0000070858-25-000139-index.html,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,reported,available,,0
preferred_equity,2025,25992000000,USD,us-gaap:PreferredStockIncludingAdditionalPaidInCapital,2026-02-25,2025,10-K,,2025-12-31,0000070858-26-000157,https://www.sec.gov/Archives/edgar/data/70858/000007085826000157/0000070858-26-000157-index.html,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,reported,available,,0
trading_assets,2020,198854000000,USD,us-gaap:TradingSecurities,2021-02-24,2020,10-K,,2020-12-31,0000070858-21-000023,https://www.sec.gov/Archives/edgar/data/70858/000007085821000023/0000070858-21-000023-index.html,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,reported,available,,0
trading_assets,2020,198854000000,USD,us-gaap:TradingSecurities,2022-02-22,2021,10-K,,2020-12-31,0000070858-22-000062,https://www.sec.gov/Archives/edgar/data/70858/000007085822000062/0000070858-22-000062-index.html,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,reported,available,,0
trading_assets,2021,247080000000,USD,us-gaap:TradingSecurities,2022-02-22,2021,10-K,,2021-12-31,0000070858-22-000062,https://www.sec.gov/Archives/edgar/data/70858/000007085822000062/0000070858-22-000062-index.html,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,reported,available,,0
trading_assets,2021,247080000000,USD,us-gaap:TradingSecurities,2023-02-22,2022,10-K,,2021-12-31,0000070858-23-000092,https://www.sec.gov/Archives/edgar/data/70858/000007085823000092/0000070858-23-000092-index.html,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,reported,available,,0
trading_assets,2022,296108000000,USD,us-gaap:TradingSecurities,2023-02-22,2022,10-K,,2022-12-31,0000070858-23-000092,https://www.sec.gov/Archives/edgar/data/70858/000007085823000092/0000070858-23-000092-index.html,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,reported,available,,0
trading_assets,2022,296108000000,USD,us-gaap:TradingSecurities,2024-02-20,2023,10-K,,2022-12-31,0000070858-24-000122,https://www.sec.gov/Archives/edgar/data/70858/000007085824000122/0000070858-24-000122-index.html,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,reported,available,,0
trading_assets,2023,277354000000,USD,us-gaap:TradingSecurities,2024-02-20,2023,10-K,,2023-12-31,0000070858-24-000122,https://www.sec.gov/Archives/edgar/data/70858/000007085824000122/0000070858-24-000122-index.html,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,reported,available,,0
trading_assets,2023,277354000000,USD,us-gaap:TradingSecurities,2025-02-25,2024,10-K,,2023-12-31,0000070858-25-000139,https://www.sec.gov/Archives/edgar/data/70858/000007085825000139/0000070858-25-000139-index.html,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,reported,available,,0
trading_assets,2024,314460000000,USD,us-gaap:TradingSecurities,2025-02-25,2024,10-K,,2024-12-31,0000070858-25-000139,https://www.sec.gov/Archives/edgar/data/70858/000007085825000139/0000070858-25-000139-index.html,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,reported,available,,0
trading_assets,2024,314460000000,USD,us-gaap:TradingSecurities,2026-02-25,2025,10-K,,2024-12-31,0000070858-26-000157,https://www.sec.gov/Archives/edgar/data/70858/000007085826000157/0000070858-26-000157-index.html,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,reported,available,,0
trading_assets,2025,366954000000,USD,us-gaap:TradingSecurities,2026-02-25,2025,10-K,,2025-12-31,0000070858-26-000157,https://www.sec.gov/Archives/edgar/data/70858/000007085826000157/0000070858-26-000157-index.html,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,reported,available,,0
